"trial","imp001","imp002","imp003","imp004","imp005","imp006","imp007","imp008","imp009","imp010","imp011","imp012","imp013","imp014","imp015","imp016","imp017","imp018","imp019","imp020"
12,25.8136457149613,13.9697167235445,27.8070099473166,32.045868205528,9.94162290742091,26.2229341643639,11.2579508420818,16.4109562193367,9.26274341629682,11.4194879998068,9.79630017443103,7.70312223617625,14.5568880284651,22.0744004328229,20.3663884459032,5.8140943862217,13.3602489197972,53.4247998289048,-12.9459700534766,10.8885547332987
13,19.7393938364714,11.5370044711506,12.4117937927511,8.87926673718799,3.60731066304184,13.6965706099666,47.6419820641919,13.7549966783173,27.0417646599901,24.0433777111888,25.8949823649149,23.4871192639503,34.6169901933781,15.7855499760334,13.5692044730782,18.6933825261441,23.9470185491356,2.64509332591994,4.45648893868127,32.7975620001617
14,20.8830328611609,82.6269830037457,25.2731098550924,14.9884419161334,-7.86042400193323,20.5883862693893,24.8477316909746,14.8058544062682,42.1152585696265,7.1034464640864,12.5781023083444,3.93030987764797,17.6420630933098,14.7015679179799,27.8376870613333,19.8583673741619,9.64722673866481,23.5181685902479,-10.5384740561541,24.7374745441329
15,25.5734880208672,17.4123690717489,35.0169945072502,32.5715485273852,-4.31718482651319,29.3969315505399,46.7513327946521,20.625933815971,22.4858040066306,18.0302861095208,14.356257541125,13.3404070465897,26.3285199621635,15.7618930753863,21.4979179489809,32.3456864530213,20.4846668713285,49.4923066660308,6.06983071371965,18.121698947013
16,34.2680414132643,22.7352129510881,18.2407531821223,19.9878969581928,1.71559302472199,22.1265481939492,38.1138679244991,25.1420458165022,8.44729135320438,28.1436335719663,16.7108284015083,21.6458541095827,36.4688400322254,11.009204805406,31.9019392294639,16.7104874702496,16.4498567248941,30.894618087885,6.04141380695695,23.6801635941705
17,22.3642195846393,17.3269849124376,28.61666318536,16.8278264046663,10.1400417259758,24.9180257271754,41.8831509127974,24.565607142352,11.4005224946375,26.6286300531873,22.6440514659863,8.76091465793644,16.6254364570517,14.5695085356822,27.7463800018879,17.0105983893742,11.6361831977723,33.1674238556424,4.584119475211,25.4671117195895
18,12.1973927900694,25.140354931922,34.4314946240677,35.0997915781574,7.53524600110272,23.1686722341215,26.7970953026698,24.4493331839999,24.412082942074,13.9511946157428,19.1265204244165,15.1067790868327,18.8800258014678,14.8975653681058,12.8034651282188,8.23034488369351,16.5889283828927,9.51921777648699,-2.09563483093956,21.605183055229
19,9.5324713311425,59.0436485283847,30.2184646563029,36.3919056716397,9.95598685608352,24.6809216221157,26.8823720173299,22.8387712762122,32.0696368831615,12.3360591992263,26.4850210619462,23.473642494444,29.0255453924258,17.0956068338516,19.7414946639414,23.8162464517023,14.9124470300144,17.0168820797571,9.21842480901178,11.7221493531006
20,26.6486591111865,21.3657545336487,25.0065765968975,25.826252917476,-11.5499288046234,13.6573209476562,24.2156092322782,33.2423861989059,10.0276709540197,23.5192586068208,22.9261679064976,12.2631237155034,23.5166594110875,0.390636896936257,20.4068466306531,19.2364600712401,16.8679842731994,12.2149445023613,20.555573228527,15.9079118622758
21,24.1809632024984,19.841493194535,24.4647199726888,24.3394727886873,17.8714052540692,21.9610893772555,43.9432657822114,11.2611601620198,5.64539062271204,26.0382099901108,16.67613682336,50.6717421792921,20.9960620657772,21.932421407716,29.0130088048572,8.09116076849813,15.5879961597166,19.4389784621551,9.07517973904373,27.3150386081348
22,19.7664170664308,30.5674782026845,28.5489230532794,25.6095610067009,42.9946414159933,25.3141487115542,23.4087066790521,25.078422858375,NA,14.3981693359361,30.5689991705666,10.5817264803987,33.2824613354989,16.2181358692937,28.4524938798963,16.2454024499441,12.6165604775617,12.061390513054,27.7585438222764,22.830865906001
23,17.7793552070606,35.1021429336755,14.6260508022975,24.6220732063869,34.0529673778261,18.4637680874746,41.6782336173151,23.2207309978046,13.2668665003017,21.4983277500791,23.1632314205836,5.07903395498477,35.7236700190629,-3.90882930333354,9.87214465003131,17.6962023606962,9.51510813060142,22.8279254515287,4.49120386961394,19.1366843716464
24,29.9777310001621,16.8362625873236,35.1471893862058,9.33811708339653,26.8279361795637,20.4631956735128,37.1431724888569,17.7522731912399,19.4518497292401,24.6961468949568,28.123459605254,16.1398599819484,15.9702820153606,13.7962526279616,23.9325602602814,19.2452238935063,15.5632899779721,24.0868605394226,28.7998412888729,11.539172728811
25,37.3131431974201,2.95086759007347,11.18139470281,37.6614108234752,20.0690748050847,25.6260372155926,45.8292392354311,14.8087847957724,25.8068528888432,28.22297181212,22.6918495546402,18.4978311392095,26.1327377445471,16.0033975610686,19.0905543529763,15.9853040992011,22.4723413856481,28.42908529242,15.6718965817917,16.0603625248461
26,30.6398565394331,12.8231118430808,29.5402976446781,44.5946845991002,27.0508721045578,16.1827538677923,7.38529403767024,30.7961120264468,NA,24.4206759139544,2.24261949247966,25.8611015472191,26.5093543877781,21.4810343752881,25.5129472487811,9.72491488975434,59.5110912605207,15.4470284736171,26.3287387127501,21.0947236948781
27,0.973125329949938,30.3223317438351,30.3476112670759,8.38674245167939,23.5715270653271,26.8994679540571,39.1595488068911,17.2732048368583,15.2725063287918,13.0020454017799,15.8160206704385,21.9446176921364,17.2139784089194,7.59431624403913,19.8384779739708,22.326269382089,8.04938428722149,21.0278676301736,22.5168909351758,15.5704859027148
28,33.6712149957458,47.6342612351303,20.3990468964374,27.8733998105252,23.604940756317,25.484735571941,37.2590709538501,19.5205618098136,24.0116412048461,19.5223326919561,32.4897608204412,22.9023717715907,7.90949173004564,23.9328739635279,50.8935740310997,22.4568966922066,-2.01888638964598,18.2240491264029,8.26070360471098,25.1220249324468
29,27.3341140267033,9.39859505032736,30.7676253301814,30.9303611912396,21.9692677590893,25.8225850949841,5.58835150441338,26.4393120210877,22.7116715980994,21.7561656912893,20.0283871538944,15.6584558285322,27.5527560457754,14.6131287764148,30.3795626961218,21.3487919864387,21.5451857341206,17.7540864743712,26.2574155507789,36.6610850306448
30,20.2290928284358,19.4214009473502,14.3372498674423,37.7161632456305,26.1742462495749,29.4742758432971,36.6683929950561,21.6126682273966,24.0057703028886,29.3866315711609,16.352170154924,30.4254179638708,35.5008445771315,3.63279138374875,21.4119484361451,8.27807571777381,20.9155325618206,38.5863364007882,34.3509305191657,27.7364315251933
31,28.1640868843504,24.9291569752555,22.252263009792,35.0735505353537,24.4702982786172,18.9377912261862,20.5226511626821,42.8000618069541,10.4785424144905,22.2036114924381,18.0487599488065,14.6550653847958,25.1662600681481,19.5646172326206,38.9457716826471,18.2248343012255,21.4921348048833,22.2917039975194,10.1820979176296,22.5314569606349
32,17.562581052867,27.4687941225598,26.6063650973841,14.0974538889627,31.3741199616719,23.8854675035669,47.9445157683544,15.485467001615,11.9430686398683,12.6590772289202,15.911905875847,24.0575054565505,26.8172144407956,10.5044793983418,39.2914596671526,24.0501554386736,28.248372428974,25.3455463458533,25.3113172930682,14.1382026360923
33,25.0366749805586,16.9000325026725,11.7951869945809,15.0322285342341,21.1186185396457,17.4772694084524,42.3461655529255,22.5635898161112,16.2959517825477,19.5203606668947,21.2599287932912,21.0004753163222,26.8182461776929,14.5227117479182,27.30007543679,18.7686425424873,14.4305087041177,17.4153609536648,18.1812903456557,12.939119156881
34,29.3622824736999,23.4255660592137,33.9403196620279,36.5797000445099,24.9446497045673,21.0928489220894,8.75141470982859,36.9018266366917,14.5306075771262,24.1026553043047,26.6349298214482,32.7696126740503,21.3731743450768,19.5881070194159,24.5200082761084,17.3479691562168,25.6819168957358,25.275065489192,24.8358794691461,21.4455679579186
35,16.1278757975527,44.1194669228981,26.4603512411239,34.6432765298339,0.295241303141946,25.5346845154632,51.2759210185595,24.7518346835586,28.9732293535533,16.3900799668823,30.7279426284047,26.5781217745596,33.7364853416467,38.0242205165017,24.9553679351798,19.718636344295,11.9401475743494,20.3164292020113,27.7930572285445,0.180296515724417
36,104.209369396414,26.137353927661,18.626493303077,17.7859857927074,19.6939849959415,17.9918978251107,41.6232476118371,19.8320882025151,20.9651672206967,20.1868670915649,6.18592007045488,17.8615256959272,39.7125275266045,6.0114036329784,23.2447637160517,18.2724273363348,16.2348163912659,17.732841918923,11.9588916158497,23.6956933191733
37,39.5521300410143,-2.62996743581505,21.404898608941,42.5480760416624,25.1759717449205,18.2086681172138,7.72625093000981,25.8961003106945,41.370444253243,28.7646997573333,-9.64236029497894,20.5345893726828,11.8233501614867,1.45598017954832,9.44649690573172,20.8146772054472,21.0629965182461,26.475392794971,32.450367310819,21.3232271094172
38,39.7487493053561,29.6859849603528,34.9154721506252,24.4797799649415,8.10486059355571,37.3545358736775,42.9303106987699,24.80536921162,18.0532897328344,26.5443545798728,16.9157795083168,11.0232935417743,22.1512732982026,18.1547960229577,28.22204984762,18.4610894937344,22.3611634959446,6.28249222833423,31.6168878640414,34.7924876781567
39,8.21713730008381,32.1109732745541,28.4769440404949,56.3619303589368,7.4456793206946,14.0355456120345,39.7220554850672,20.316887307728,15.2981709124675,22.0255622225612,12.8292017778545,31.2613955444348,34.790773752565,6.66888774403168,6.38105117575618,10.6556065525241,21.2072976021722,23.2191013609517,16.0889221034076,22.5665445436142
40,4.13336197677996,28.6509335955406,24.7299627058205,39.1528007912738,24.8691229111291,29.8827282800991,47.5213421463259,26.0736459015712,35.4721739697167,9.34666769593457,21.4138858362343,19.2312253714083,32.9935183176267,9.47556081997661,34.3146894277535,25.1194919156308,17.750298922477,20.8861113512484,15.887095851451,26.7289300092109
41,27.5378230620352,35.0784240921813,19.0471580183074,45.0901810552542,22.5904141664113,34.213616043057,43.7426147342146,30.037675658071,18.2195603481176,21.437410755503,25.4731632865527,31.0126400572119,27.7624738999508,-9.21471182620506,35.2772780065173,12.358534211308,26.6113316584389,12.6585503921934,28.8265454496223,18.5490427930699
42,23.520716385975,32.978933426802,21.8890360192953,7.17811223118992,0.506196513877339,20.0668744027029,17.3352931123025,17.478584903024,40.2250834052574,21.1886465698185,22.0581053154737,23.1403765049933,8.33910131920828,22.94801154161,20.2483442888917,22.5505187373407,24.6801759548272,11.4927379547803,27.5784668248485,16.1285915066125
43,NA,62.9077001797722,29.4788919928261,17.0691424425293,17.7711073630391,18.6423544186988,38.0525906196198,33.3142918555706,20.5126325661902,28.8015412289708,33.093963742401,34.0552623988436,27.189086719805,-0.931126896900603,29.3528624841361,20.8172095941759,28.9154374844595,24.9268272035098,31.0930815100593,23.7219142614195
44,3.87017817920122,55.0196515138391,39.3993461949658,38.1217167918455,17.8715538467349,18.3150630793401,40.3534881006772,25.2292522403781,25.4809111838316,18.2331452661247,27.2221745522344,23.5178338497348,29.8585920172944,25.3464880055966,16.5018637298485,21.3356559443219,40.0937389186834,1.11324253681489,18.8026456921386,22.9442482169747
45,27.5178794322314,23.8225666294142,23.3922875142931,37.9556011435172,21.4729011906681,19.6532832625704,23.8252668851289,18.1410600458345,14.978158035348,16.3412626653561,9.29308891520387,32.1105243544122,24.7064432383236,22.198321609178,24.211286175011,20.5341244987527,-1.99455286167417,29.1491267342339,18.669471184728,20.7794516106175
46,36.055762585765,12.0484556826599,33.3348692661052,50.8009047982335,23.0648517877637,26.1297757182788,42.9701332921099,24.8317475807023,21.0866035856945,19.2882799414413,16.6851245270718,27.4991333323242,29.4516726831941,-24.5945675279248,28.1546947759459,16.5024621203505,27.8156063190692,22.1038875258173,17.4472856508853,20.4980590193141
47,23.136799773479,16.2887691702716,28.8864924045504,31.3774784382944,16.1385631621546,34.2785443937899,44.4881645512614,31.4546174201184,10.6715311873588,19.8218016658641,29.4618431999046,28.16564095835,28.3708693285354,19.8726824238982,40.688192461006,18.451695015638,24.7066454069392,30.8991426881203,27.8393431302547,27.947399946668
48,21.677016957982,48.9551636666825,22.8092002508541,42.9738349068338,22.0428498604337,24.3189082264096,22.2579650037933,24.0083637400511,16.5449269860577,14.7314926372256,11.3630452424477,22.0062581854066,13.6517040167585,23.7290951969463,21.1168730168654,23.5217477925575,10.6766373511852,12.9084424661512,14.7982419319467,7.52756855578859
49,44.5923172244993,58.9476807581051,22.0542446383107,17.9415628472713,35.2072343945764,24.4513328682761,32.5064636766407,43.1742975139927,NA,10.2641504452886,35.9009330293349,36.2153922328729,25.5370219630648,11.2482246136031,20.6744301006725,22.0618288641665,3.53564221493678,33.2066991575118,27.5507829180084,45.3556864892183
50,14.5858335148886,49.8921024097644,16.1033302098633,22.4088660703825,20.1300780438296,21.8690051393387,52.8998043454156,20.7539982152935,10.2218435262832,34.8780070668145,13.097925977287,21.9484870781895,27.8695941367147,31.1710798827678,14.2362608008067,19.1514918559383,17.9812513156047,12.2848093493602,30.9825989594886,22.4355851720448
51,31.5378900671146,21.6570400042774,27.9305364402696,17.7624379250697,17.8731384262554,37.8278424494397,31.4200694324222,23.2284964206056,11.9156863756847,21.4498054758726,30.2438444343813,30.2709309304062,12.1272140348958,21.9249512949714,14.7675400331823,21.2236677535993,14.9718693359849,16.9587945161644,17.4517538302941,28.0612119314851
52,39.2076782214291,25.2098629856039,29.5576538709124,23.5704460566203,15.0104701616335,20.1996482322275,44.7262324531724,21.5121913586801,24.1569477816366,29.4607137301636,36.5691154599907,20.7954106483167,37.221653942115,20.3400688658963,18.860065022123,28.028357048029,22.135209017064,31.9391306602942,20.1122618641488,32.9893889059354
53,31.8804811048482,29.0503030047524,17.1678522247591,42.8495569004986,20.2589000777773,10.3906994384879,14.9592184827292,22.3455163971283,15.5243513445431,29.731985978312,20.9397501306324,24.2822154386543,12.4234586107979,22.8862493449454,12.9550108694795,23.5245269304362,34.788753133547,18.1927053488209,28.8488437640856,37.5227558508732
54,17.2475755838431,23.5434063519448,28.0134515736408,46.4058135178085,8.59643102313545,27.1108550031104,44.8389488734408,26.04178190396,16.4094119840879,22.0595966458862,12.0591044039698,26.3178725031658,35.505081223315,3.11165404286124,11.5325568216404,8.62776355700954,15.6598087634111,29.2932778848162,21.8999049461985,27.5741205130964
55,40.3396422729231,17.0599253324813,23.4649764710449,30.1249268773404,35.184596004236,20.1250923706641,38.5813644063479,29.1688353984112,25.612499540351,24.7748203829238,39.6880091771774,27.1033459465401,29.7613729736969,14.5972109753445,23.9308882929872,20.4457868182146,33.2092256570322,30.3925712307112,24.1700092630092,31.3257807946339
56,21.5405364088435,25.0268546767878,32.1006321762184,10.0882280565781,10.9544990516339,30.9804227107772,48.4647361414725,30.7781735754268,5.59608226249982,28.9823638829824,27.4076153804633,22.2511022805853,15.222116095179,29.8054582490115,33.4027501648008,28.1595406327986,6.70236388721406,22.6894200757626,21.823094964236,20.835955538469
57,NA,12.1886674518367,19.4494703086287,39.6425539918694,17.3732379346533,14.460580568543,25.0203870056391,16.8559572322558,15.6529506816032,23.4398402335706,5.94009008909793,25.9716368003154,31.4885817847884,-1.3984657535838,42.8088588233236,23.0271987659466,22.254794326007,18.9742930734048,16.5030251122074,15.1098339183944
58,34.619275095018,24.8998318810375,28.6574072745021,42.8439886557733,34.5330937687608,27.5837811544394,41.6131837565362,24.9609572796558,24.7249535676858,26.0316255258787,51.6686601331041,20.0926025703208,29.1668347021269,29.1337959964945,36.9930177112189,21.7358652706008,29.9240626552633,27.8650064802094,26.0106027544379,23.4045690985046
59,45.8890101046024,1.80777493387361,24.0887722768673,28.7976377917892,22.327963709301,28.2522147200063,8.74578526254185,22.9635735247101,20.2781215999337,21.0921662935005,9.26725449866711,36.0288058933954,23.1102408222105,-3.14993159360884,27.6437234371842,16.5996235628986,-14.2126364548044,39.1118211694736,35.6889556577894,20.0516845328967
60,24.8129717194174,24.566054559349,13.5411649872106,10.1527385493853,36.0725301061579,23.0748117749787,49.271946968642,36.2776324825313,28.3304053480647,25.4170625252446,17.3171348306773,30.12162640466,17.6528427689243,20.8877157132568,35.0091233952875,15.8100196856302,20.3826022359567,1.62572273256821,31.9906820900597,21.8850564612224
61,16.2020149847324,86.138579726789,20.2592469087491,27.0475960737918,17.3295131953275,27.8864980448434,53.3007044632666,32.3192963539616,24.3385330023409,21.0194493067725,38.2780415234535,35.6301555958746,33.6172007665809,6.62897825242549,28.8270671613997,16.0766825732463,33.3926757253736,30.1432861400521,25.2479663605618,25.817706730367
62,34.0771454092415,40.2386217200616,24.0226370265623,28.1945936473714,18.6360666033036,23.5707317642743,5.22102663092994,40.3250575468993,26.5234668975719,24.8140743369497,15.7252796697218,12.7096533316615,19.1059983885835,7.82240643579435,27.8494537911237,20.9869512986774,23.9590839162406,10.347641526563,23.7552930376137,30.4247446863419
63,30.3328084380257,27.928545207407,23.3881890408902,18.9233876626815,19.955227053297,33.2505778066669,49.3893139409257,12.0685602454009,NA,24.9888690850959,13.6599995493513,20.4064166005348,19.6930094003294,32.7229712661624,28.7417742989128,10.3819393490803,13.9767925928518,29.5922147102486,37.5108396688735,17.4697716113058
64,29.2800541702187,28.5315199499037,25.2942298059126,39.3783593856501,29.0496084875944,17.1954593018738,49.5574630144818,31.140143279751,2.38948202947224,30.5877846941409,15.4531505275231,26.0682418178785,27.5186285514931,35.3286074447318,24.5305008205532,13.6376806588785,11.4890737149743,26.4549957941305,33.3862348931197,21.5326845889388
65,24.7096225100117,44.4414508719792,28.2295303438236,31.8718066022086,14.8298157015601,29.0053213841351,56.2452924580967,27.1595195630058,15.9567804713322,25.6728762177528,14.9132008927574,28.5385044781015,16.7789111043656,6.63943128087454,41.0874029475608,20.159936324058,23.3840035739447,48.4772018832799,32.3282665364933,36.6804626283312
66,29.4073081520393,-0.0883271605863012,28.21700385863,9.44521482453522,13.880006835558,32.1211408957291,29.90486178845,28.9712620821634,-2.6403036575491,23.6890766215008,37.0691108238266,31.0233155510829,30.0095387387447,10.3491335598092,13.6704117830833,23.394248372011,21.8925212918829,11.164034306383,18.6797417239968,27.266389189481
67,39.8399201154372,25.9799105438766,29.8191496407233,24.9441156417356,21.4074970191938,17.4384240302418,42.9618268145696,40.4920143349235,26.5167064685595,29.5984991202058,11.41724418515,14.5567763075173,32.0930428237571,19.1387596566172,33.0820886474281,25.5835235885793,8.00031566024166,34.043615251933,30.3607006852621,20.871358523373
68,11.9313082452729,25.1864197534785,27.3397168370526,45.8786521068061,23.0300514664657,17.9164767197411,24.1961736385608,24.2802909805302,31.6863782360051,25.0622156807277,22.3832259047526,24.9974223541826,27.1784923267541,13.2219517447037,31.2332631828977,23.4597573112935,28.4609885530402,22.2175027029705,18.8666509494215,31.2913400894578
69,31.7452212879904,30.6393191933625,27.8886910450412,36.681416497751,10.7407668100408,34.3382338259125,55.9485576860573,23.7630127392981,31.5195890648,23.2204553255298,37.9759045333949,35.955468096819,26.7816284730407,28.7580946427181,13.165386773115,18.7663551245034,20.9230473170123,32.8345436917388,19.3399208983498,16.1561423913635
70,28.0687634289976,7.86677939235286,28.2759670428729,43.4728489948194,13.3361366137676,21.5064972694929,55.6653372051762,17.288035230254,16.5694991954218,22.4174746613747,28.9388827206374,30.3192609374584,21.3672971603949,-12.0657709190896,27.2429301719379,21.8299139162677,21.5735302585222,30.0420309291699,24.7499595849883,24.7014791733842
71,24.8797954754106,19.3210741547511,26.3736350706496,22.7700028765521,23.1572177962596,29.445067340418,13.6184330728178,26.2208836782875,17.8232633028806,25.950846463674,53.8445788997534,31.2455323994067,15.4994565082057,21.8764583127014,33.6078000851319,9.87215392864968,26.5800487758404,15.3416726449797,29.965169960721,22.1860711803626
72,32.6514547875246,28.9956310353519,28.9561062428102,46.5426600468846,13.3982373598779,22.8293808757658,41.3584709201426,25.9148249550919,23.3511564043386,29.922727089175,9.36114346250858,22.9857677916471,25.5484118327754,32.0942113978985,7.15787386313488,22.9952596006567,21.458177908501,20.6377766705427,22.8165902433473,17.3270262880727
73,16.9893957965971,38.0918903384259,34.4580619930354,40.0180171553887,32.7451288108461,41.2242795223849,39.539369226645,51.3545259739342,NA,26.7802645480442,9.41948264355842,33.5708622660791,30.0430987544916,19.1700027858655,30.0203100220115,20.8750662695175,2.12279899495375,59.6835693687432,28.0387821631793,35.706879195526
74,25.0725621526927,72.0974835372876,21.6560531103548,11.2408435683027,17.0646157000506,29.3716387022111,11.9106721405229,23.8170877597998,26.0789436638301,26.5698782515608,17.6170452510848,18.7763843979073,41.7035333956434,25.7487410330188,39.0030603186147,26.1007595449042,22.8778690051777,20.4136825026355,16.6896555311269,32.2205622288283
75,27.5428844327455,1.33970339163376,20.9882492096963,35.3901260440645,14.7156653860759,23.7661470088445,43.0081194181872,29.1873863535281,37.4041365140639,17.777707622583,30.6154822440465,29.847487289844,10.6643958200398,13.343669286357,13.3587680275349,21.0725598584395,27.493446886777,18.8438488949871,33.6884910819514,21.6631702259253
76,NA,26.4981492895837,22.7761205667743,6.9071880737433,23.4001591741547,18.5895816331803,20.4459603789465,31.6988092747809,22.5651701958562,30.9773473034229,34.6278273293355,25.0838643688894,23.0603229525693,2.97195965596516,23.6250664694771,28.4014880456829,12.7084509033298,33.9347239493495,20.8205591415796,20.612355493946
77,24.2578680710753,46.2686099352088,23.9608948526406,38.0641492203518,25.7477648742381,23.0294650766678,53.0448078121311,22.4880616810606,27.7741320167097,23.9213358991831,33.6026951918994,30.8531496005057,20.2597133596976,30.5500791023557,23.483593467422,28.1639618956908,23.7357399434221,42.5610037361865,24.3626465073111,30.6191027599182
78,17.7529350907482,17.0444847900164,35.3266151860944,20.7673403193729,16.0017550475349,30.2702842460136,50.4214363786075,26.7233649698168,24.4050206532022,21.8881930726755,19.8796139132732,30.55460944398,24.1437360329189,21.6915429487919,11.9346079447807,17.5286693556056,28.7340901373004,21.7120119086521,18.6417948233496,32.284055050654
79,15.7255135676926,32.7518844240503,28.7796911225973,39.5726988601047,12.8640197633974,30.7434619114041,56.7298069568267,33.3378722324482,29.9787355814355,17.6942008936462,40.1512538532783,42.2291785452321,24.7883416733211,47.3114325520491,17.7715043771411,22.3938905112673,46.6615075897364,31.7102736087745,27.08618617322,20.9731907923463
80,30.491192243319,32.4762091284536,23.5573100268225,15.037005171615,13.1041938686905,23.4582437020365,45.932901618374,16.6789164522637,12.1992747749456,25.8423115381228,30.3542252447268,34.0071675436244,15.1100153042541,22.3725055183372,40.1183744206746,19.9037873835794,29.0633586431882,21.4440689727572,29.0816588278175,20.617409934294
81,34.6862086601709,35.1949193945144,22.9438508709976,34.4463662201709,15.448289384682,28.0244722036968,19.5947712743564,23.4727841712478,24.8276336346146,31.1668740959075,20.0853154575091,18.9443288730793,26.3390306828386,24.7122099449902,17.3396460961032,28.2630613045328,19.5640191222338,3.0544884783248,17.9219614947523,18.7993331550807
82,27.1810750029793,15.7140525239808,31.0037581226351,43.4585908764945,14.616720292211,31.1499009902035,30.8758719124004,19.4553123121575,52.6891781197403,11.3594841586199,24.248792665401,32.0110464251042,25.0586097155315,13.9010364096584,33.398951875744,14.8247469573357,24.9580449024324,30.821775439801,22.1260628762773,22.4100510526783
83,40.2284469218712,-11.0102133361886,30.4263809243504,29.5513365456602,14.1036036166795,25.2263945182041,43.9863890128491,19.0142748490627,8.05778623545317,22.7891717882795,18.1047414201759,26.9676384286899,14.5003359826404,22.0994160862066,18.8024066128957,20.602161412047,13.3330471703841,11.3343523246831,22.2349722346282,16.5457226952506
84,54.9244062444001,41.645270256004,23.0516994101552,27.3504479835479,19.484403251022,26.4043349767203,51.8194845232232,31.565148888936,15.8986757369726,25.0339334938027,24.7914092113424,29.6638307312923,40.5971073722653,6.50699563839358,28.804364742447,18.7971406774314,32.1780532140005,35.7527845622493,32.6980572578237,19.4708161574881
85,35.9821939614014,35.3404221267842,32.5434747970676,35.4539383295082,20.6526657369026,21.5811027903558,49.7373490964858,39.3953542713314,15.8955120222848,23.6581954638304,25.6465201008399,39.4649933486356,38.9296700963815,32.1929380702779,28.4079336396606,25.6090091449192,27.6747251671207,28.3437734636652,28.0284174050149,25.9572304897703
86,18.8983407356117,34.679766579266,24.7102010125438,27.3008371741201,20.9187187524284,28.8004628448132,40.8279378087721,20.1450372214273,19.6269818450149,18.1286864338193,42.1778901967335,29.0395754691443,27.135391423654,12.3648329631352,36.9425478391799,14.3638331290766,19.9979090188334,20.6327372827315,28.3931914209083,20.549031118487
