"trial","han001","han002","han003","han004","han005","han006","han007","han008","han009","han010","han011","han012","han013","han014","han015","han016","han017","han018","han019","han020","han021","han022","han023","han024","han025","han026","han027","han028","han029"
48,17.038650567987,29.4088744009364,43.8642987208393,53.5053711757664,28.1023174417428,22.4776532647938,42.487841851077,23.5277184074132,-5.62896251090771,25.7642940700116,4.91128990394017,7.0189596726959,15.5649809885657,31.9967016588562,19.2164485979828,25.818659886688,33.187880119481,25.3371759108024,22.1224698441481,24.0560780673374,28.3007565689003,1.82082127105055,44.9209297522954,20.5074603798346,41.1119391316455,46.0312040710013,11.4726362059046,28.3548676805375,36.6816540037584
49,33.5816115627162,22.2224189518641,43.3685174292287,40.7880579486726,22.4164369760589,36.3449839255068,42.0460859462278,30.5330337113633,-5.1496860012485,26.4471052933838,12.3056496259598,18.7411619373807,44.2342862202408,33.5980138769838,10.0157203017158,38.0910943056562,28.625601069154,28.020691475193,32.4719981778632,18.8967654108664,22.9294350130575,NA,17.7142930756266,11.086195087698,23.3818511481069,21.0326915146345,19.9133713521002,21.0051076417982,10.4688503749615
50,8.65329702257794,9.79972865032947,57.0321087097103,28.8666226835994,27.66073314163,35.6171891981009,41.3932480621724,34.0979227488339,0.799640380914423,-0.686570037838382,45.4109506329876,45.3514541051078,23.4904575907462,43.7811671761821,33.1545012350929,32.4874831617006,22.0709710033685,40.6295394828565,11.3748484912751,6.89669834982333,25.9751105582722,21.7895094704732,28.7207678818198,17.8621852778063,6.34659394441254,38.2097883964914,22.8388246865079,24.1472296259703,21.6393635447068
51,33.883741369732,40.6395934744477,13.4253163101677,26.6525069483675,10.096508645363,25.2498893143368,22.2125847403971,25.0293877473169,8.08591694317338,21.0126406740989,35.3213340985292,37.9000935764485,28.2529117022218,29.2852071366513,19.0506400944728,29.6317179109272,11.7431631673238,22.7514428700818,23.0704430786941,22.0919818939324,44.2891350575849,31.1376761279909,43.6794842836714,28.9978089419397,23.1734283547146,18.04334939181,30.7124656870073,16.321091862219,42.8961610372796
52,34.2030233285378,23.9530619824993,5.23772053675531,20.615272658159,12.2215912042904,18.3830265266933,33.6412952664203,21.5183894539856,6.51993592230029,22.542658479036,31.2010643767208,23.3936232361758,35.8940168121466,42.4743419215453,29.4268667680865,22.487622434306,5.46858855687964,27.6298170883959,45.855040624255,31.3975045004176,44.8791701459083,9.93482220546658,52.0153795516926,26.2540085285447,15.8161167800251,55.7996922700042,25.0610998036202,41.7054430965166,9.11379322965046
53,24.3090240970528,28.4393339186671,4.35386488109492,31.2732419284445,32.813250159703,35.1216038960281,43.7193294244206,22.1272761963602,34.5814654451677,21.5115936108616,30.2648340744821,20.3109572328034,20.8363488302269,25.1503488727689,22.8050578697009,36.6628439775286,43.8582264472203,51.4103212724985,23.3485026059308,22.5094755058862,20.3079036963402,15.6638440121833,26.0365408391565,8.7079984414261,8.37983542360548,28.7212470117313,28.0113097017269,32.6160828291074,29.0731428951116
54,31.2802872848405,13.6585002492442,35.0853487800124,40.8374607407338,32.6811160328549,17.6665597014903,30.9344694338246,24.903702092253,11.4557051880274,19.7437044101467,22.1673705774375,32.1750144218431,27.4560194564737,43.5744529440932,1.66036820811154,23.7924188012577,10.7616400764898,14.2056178905204,24.5260082051801,24.552101151252,16.8847067874163,29.2086149210536,16.7590763908757,19.908398205767,12.8992124726675,26.9906036543791,32.2866692970673,40.0106166227951,22.9250537506098
55,18.5962883499895,30.052864692769,33.4813269858176,38.028986076341,25.5305289073291,27.6350081640526,31.0227612384919,33.1786396288792,0.532248841417029,10.9044494811067,28.4102950307418,23.1875341195538,49.9771079435441,32.4966111119064,24.8302273264947,11.5787742157908,18.7672375989616,23.8237078630203,26.6309491696623,28.6665345851746,20.2431477781173,25.4237253687616,10.5710863993843,-2.85760241721767,4.10660078786123,37.0613716982256,36.5099859691145,33.5234056715255,22.7190500116691
56,48.871644657863,31.3759021975842,24.3595729591649,34.8232514724541,11.9040382573045,5.74410569359245,21.7736043845796,27.6176487885579,-0.381418790188369,18.5002064782568,40.2758775143937,38.4071703092392,28.2435053564065,27.5148249065019,14.5634496149683,36.054083551912,29.3376788276301,30.7047415935591,22.8966637822041,7.21239722692352,19.6823581717035,23.6912705566127,40.8395780245528,2.14121781639885,16.1876574031293,40.9799979075118,19.5589857262525,30.1818226982199,28.6047704744615
57,36.7400681978667,21.2659565722334,25.6479811367599,32.7582620317208,28.6352809535909,34.2488426272917,44.5956172358755,27.4019592830619,-4.00248390794532,21.8124389632461,16.437338857627,47.3550481059601,40.8054595536986,12.6317837404026,14.9163194151364,34.2149345573639,40.5529077718167,27.9245576073501,35.0986560075427,21.8288656843868,31.2906655614706,47.1425271300674,28.4445720064859,3.94933184331521,21.1525807898557,17.9025553823897,32.1079952449975,28.7057121372768,45.927084304167
58,36.5934272474266,22.7407533401717,35.1839221167229,31.1388927123602,18.5234132531277,41.629447855856,67.2212759820427,28.6460763017751,-10.8046531189085,17.8204415881765,23.5449643119947,27.8478907991873,35.2277831742499,24.9929992558316,9.78678942054776,24.8145529899,25.8670222220293,20.2986037153856,27.1125752306921,18.6764759677166,32.3742448330116,11.8742359808122,49.6833545327014,17.2675600597123,34.0737153380675,29.0083620801598,33.3953839063017,35.6052952381945,21.37071870936
