participant,target_angle,aligned,exclusive,inclusive
exp001,45,3.0998628777951,23.4923120368918,37.5256929787033
exp001,90,1.2493724029338,15.565963506679,36.9878495466479
exp001,135,-5.22720260349645,14.1589157901245,29.0100282774511
exp002,45,-0.920061664661126,25.814512705517,43.4201176750657
exp002,90,0.325451488944808,16.9011448098375,47.9353936145792
exp002,135,5.58609790313119,22.2423290839946,45.3322270862117
exp003,45,8.26676196083189,23.8632759559388,50.5311865217847
exp003,90,-0.170385464174635,18.8292482530909,47.0603251147176
exp003,135,-1.8938173590084,10.8398021956124,26.1282770774311
exp004,45,6.39265601090441,28.1769041450345,45.9736453244603
exp004,90,9.54712747550524,17.5534371753935,39.5125324034751
exp004,135,2.31229479851142,7.70954627221237,-16.5507404060379
exp005,45,5.65628323464285,15.6336652847557,28.0231948184362
exp005,90,1.22956934664725,8.15651357235845,24.813840724622
exp005,135,2.27563593797152,2.79342507179201,19.9531042529747
exp006,45,0.38058360365463,23.7178396499662,40.5838823465731
exp006,90,3.15442958543065,21.9735851169401,40.040965694601
exp006,135,5.43878975251632,18.95544777727,27.606780602006
exp007,45,2.35381725443225,13.851431279302,44.1347002868115
exp007,90,1.26061881143261,9.2112960469818,43.9287205507241
exp007,135,4.52033472682145,11.3693122784744,39.6925205545854
exp008,45,-1.32294387004798,13.1926405151313,36.441855545445
exp008,90,5.67223208178194,14.4366363248115,37.0090125499393
exp008,135,4.55782623943648,13.659581856541,28.9586329238398
exp009,45,-5.46217765291198,-0.0903865205078418,20.5341728210603
exp009,90,-2.51228283193252,11.5669185956842,41.7890878363567
exp009,135,8.62082976366789,26.7481449978466,34.2184919306388
exp010,45,-2.59975025850104,8.90141958601957,22.2829657789118
exp010,90,2.46090054405873,13.4616221560445,18.8921548457428
exp010,135,6.35866600680157,13.8477704222161,21.6184958914638
exp011,45,-4.94766408591924,5.33682734165633,5.6273276187784
exp011,90,2.35431957085021,14.2380694555914,19.1398881113749
exp011,135,2.04942914758442,16.7339601787448,21.3510699695772
exp012,45,-0.87814448300918,15.4929640985601,39.2615906834886
exp012,90,3.39830779971998,16.207109623323,41.6353802724015
exp012,135,0.532746393474607,14.8355031447494,30.6848729163994
exp013,45,2.14215834553437,9.27717748118213,34.3831994110677
exp013,90,-4.22289194830857,-5.88432119489643,31.7946821107588
exp013,135,-3.58510766651839,1.52074075170818,12.8648495278338
exp014,45,-2.6825131842294,6.95233489011651,14.9908693791526
exp014,90,-2.10972001085452,10.7814751733295,30.0058858688808
exp014,135,6.77868230896326,20.1593837019731,30.9174945863165
exp015,45,4.91578633501811,17.6293362452491,38.2210889127638
exp015,90,3.42839339354323,11.2064746857928,27.633265246313
exp015,135,-1.54091631309677,3.49415108173727,13.158264653762
exp016,45,11.8239026176333,20.2161312070037,32.254972554096
exp016,90,7.35506734827568,8.10320420773595,24.4104041340077
exp016,135,3.34818672359451,0.92539142177885,19.3079095000357
exp017,45,8.68487607651684,9.11563765512614,11.2500589348513
exp017,90,2.67231675969197,20.8754231618183,18.9787203938569
exp017,135,-4.04386821160631,7.36862200170422,8.9297321735224
exp018,45,8.77367485850063,17.0695545975424,35.4659080207439
exp018,90,-0.0299447944858056,9.71095498988878,32.3937933434654
exp018,135,0.66153428526068,7.37511045085907,23.8840531905922
exp019,45,0.638020164981552,3.44849880142416,30.6524056187983
exp019,90,1.09316419000674,4.41726080641763,28.5465450072002
exp019,135,6.68159858999734,3.53552623220507,22.3507984351776
exp020,45,1.92196118724141,11.5810560355815,44.1598885414788
exp020,90,-0.870369659008889,10.9393877957879,39.17104446209
exp020,135,-2.04278172601569,11.9853559833952,30.9807068902675
exp021,45,-3.33918800994404,12.3651333050022,31.5988189317283
exp021,90,1.14696774588396,10.6348722892404,25.7799410447186
exp021,135,3.6886731959228,12.1934455481505,26.950440719981
