"participant","target_angle","aligned","exclusive","inclusive"
"gs_3105",45,2.11276173746506,16.6988627771947,17.4172690079325
"gs_3105",90,-5.38223049148423,15.2484047473227,14.3460067531582
"gs_3105",135,-4.59916912674028,13.4570409488482,11.7232709073998
"ec_1706",45,-4.00817788771969,19.0053488679065,18.8454694345848
"ec_1706",90,-1.64547501009851,12.6305897327871,17.8505826166043
"ec_1706",135,-1.05737122569942,10.7073931137682,17.2360465994101
"sm_1601",45,21.6966221922983,31.9170057376716,26.0312987825655
"sm_1601",90,6.92164628678312,20.5106074649375,17.037954450848
"sm_1601",135,-0.358455741661021,5.95490458651291,3.8885484898633
"as_1601",45,2.61578281777254,19.9447816881747,22.2668290367879
"as_1601",90,-8.53238192341154,7.02274362723922,7.75838073476593
"as_1601",135,-14.0924688295066,-2.33378345234274,-2.34071955906143
"ma_1506",45,2.74645510394631,17.7517104254014,36.7800218446881
"ma_1506",90,2.05598609885022,16.4487919010057,35.3512644919501
"ma_1506",135,2.86850134107773,13.6751719379973,23.2612846945305
"ag_0906",45,2.77127112697373,14.0096733026305,15.9896957201666
"ag_0906",90,0.0630965914029086,17.0190104323508,16.154684013823
"ag_0906",135,1.8835948954841,16.4719227440474,12.4204581093655
"pa_0416",45,1.44344205700694,6.32949180301022,1.07094530652694
"pa_0416",90,-3.42557578077726,2.61009358264605,-0.191874830944879
"pa_0416",135,-1.36899039946596,2.99143540243266,1.37600797846635
"sa_1406",45,8.82507724533124,19.7471055943067,18.9094214105373
"sa_1406",90,1.19852656829187,11.3261627701788,12.732858213261
"sa_1406",135,-0.837543651905169,8.07726641613322,6.67702163089563
"lw_1306",45,-0.0870473837695329,8.02968970081072,9.37315307312857
"lw_1306",90,3.46248266330997,13.764058532915,14.6268741299703
"lw_1306",135,3.97039716723978,15.7519424077889,20.9044700974031
"fs_1011",45,9.75922202009891,20.7771130196392,21.778645926061
"fs_1011",90,1.6005784339909,18.3431845196018,15.1818601562014
"fs_1011",135,-0.161957501642876,13.2283518172322,12.2972183515314
"nj_1406",45,8.49430685856673,24.6621719239768,28.9675761358445
"nj_1406",90,2.33166655601901,13.484520314286,16.0264165968201
"nj_1406",135,-5.99578783179874,2.62828281292242,2.35367089896935
"ja_1606",45,6.60590337204526,22.8650196993646,28.7560414802699
"ja_1606",90,6.74896135500143,23.6010156755657,25.7384587183271
"ja_1606",135,4.78760724981397,23.6680380728098,20.5725033290257
"zw_2609",45,5.52399834665895,10.7269169588099,40.8283560377273
"zw_2609",90,0.339615665576884,6.59977483193715,29.4315330113336
"zw_2609",135,0.280665596732503,2.0819058895422,19.5804612359813
"az_1306",45,1.37960158231462,13.1491382701465,15.1199291153345
"az_1306",90,0.226048250875952,5.13346979542364,8.65516474889975
"az_1306",135,-3.54545135996052,-0.487429324442131,2.76908221625571
"pe_0416",45,7.42774692518455,18.4038544086195,15.5788624494871
"pe_0416",90,5.56945217921822,16.1382236640735,12.347684290564
"pe_0416",135,2.65763327159587,9.27255766588837,12.3535169078644
"bh_1506",45,18.0813023767649,34.8612806832375,42.8149607292801
"bh_1506",90,2.77176958066534,16.6928906940447,26.4657536213228
"bh_1506",135,-7.19648137573545,1.4104016127828,13.3769496005818
"bd_3105",45,2.79485387806072,14.9057956678901,16.3400355416642
"bd_3105",90,2.24955290590181,12.7503531085183,14.8208374304156
"bd_3105",135,-1.39788299978836,11.9410599450832,14.4366656212022
"ay_1506",45,-5.8787904074073,6.4928600275355,3.77847826100685
"ay_1506",90,0.812951127189987,14.6041923653355,13.9704938583889
"ay_1506",135,-2.01957734777338,11.4649977666182,11.9436681388943
"cf_1706",45,6.00856860300122,19.3305127021444,14.611211770256
"cf_1706",90,7.53297654627762,13.3394260076213,15.5686002922644
"cf_1706",135,4.41066383919459,7.33627452132608,10.9085852028116
"na_1601",45,0.574210682128613,17.7164243629313,20.1251801348491
"na_1601",90,4.09145218602128,19.131168895923,21.0956691444969
"na_1601",135,1.58397673047175,12.6924255847393,14.3755859518712
