"trial","cur001","cur002","cur003","cur004","cur005","cur006","cur007","cur008","cur009","cur010","cur011","cur012","cur013","cur014","cur015","cur016","cur017","cur018","cur019","cur020"
29,31.0527515321995,101.811683899954,34.8538481369748,-8.20950700531965,17.7618826579258,7.63957509360355,15.8149473756887,16.3831503417788,-3.89296329030486,12.8574430916571,25.9018886036789,40.0149010190956,37.0137420561891,32.4891838634664,20.8033906772065,71.0370995704939,35.8531315857173,45.7483253047087,34.2832866427602,26.6809221639579
30,42.6879149504301,13.1189078812496,5.56924642378392,12.2554947248875,65.2526369384188,7.86343591600145,-2.20402399530534,17.2298777784204,17.5557808847644,31.648698678155,48.9574371453808,26.6188831035752,10.9372634307701,31.9299193510035,19.779834145492,44.4867660036341,0.762722111576381,16.1183191662516,47.5063099088375,50.2131547686939
31,11.5121707302724,62.7157797906744,23.2744744915949,7.18179582252878,26.2794871635265,-11.7006236052481,0.240176893364994,42.1803748911607,12.8391488308505,17.7406838247922,27.7383787197725,16.6571115342415,33.2562294900242,29.9204098191455,21.7206021153913,70.8053445126769,19.6290577236661,16.4747945584987,54.0899487471598,12.2405912988071
32,22.0771190865742,13.3298755789011,14.7167696910288,-1.85271116403626,59.12686134736,-14.231301215502,43.3784018713816,25.7053920671123,26.3362596230317,22.933367770426,31.929573585805,13.2274873318297,23.622201957745,16.9475686400726,20.7867650155757,8.68140499695503,14.2869472199398,16.5962752343553,57.3682512204327,12.5171733714615
33,19.8729369073817,35.2116691449889,35.9058857887172,1.87641179291916,80.4336251824678,-14.0777411969488,24.1414392044873,23.3704192932835,35.2272736196367,31.5634356492427,66.7666953966308,24.6376376956117,46.8426346537764,41.5167544495228,20.053379392397,33.6630251214442,12.227189752754,37.6011024160994,38.2437751432296,18.442115242445
34,25.881283556035,48.0219246918815,13.8032355239737,0.932775010472399,51.0750851738591,-16.2426891490904,-3.29569274130055,10.8394807337166,14.4992126132185,36.7594197913524,36.7397274130735,29.1850357239455,25.0992771929894,17.9268936440215,11.3306431147781,94.4325779201694,16.3174872370054,52.6783082107464,38.1799266902853,22.7117876525748
35,41.2842976832213,57.4043145212769,47.639741648543,-2.20023463346767,37.2583949486007,-11.5349595926201,21.2396951386853,22.6628068386277,51.8855513795471,10.132516894698,34.9912021347559,27.8817981411635,47.4204535696123,30.8558320663238,28.4638484742872,9.9585290976991,7.32744151137549,27.6486202772967,49.620404238292,-7.91049478880674
36,26.0521172536687,37.0946675140339,5.84358239396097,17.691751644018,65.6891287040984,-14.4595882608733,28.0914469470942,27.6835073215619,23.0169575230703,37.2152667229773,44.301510774988,44.3991588700858,32.5908767579411,25.5172834464845,30.2119257714778,33.0963305469504,15.2648102352564,16.5795369909321,-11.7819755346925,19.4280693765628
37,10.1218481949707,63.6898426854655,24.3531843058898,8.12455913071541,43.873305814216,-17.6757176375747,5.52335309232987,22.965031486436,24.6261325096568,32.6764727613396,45.7698711084331,43.3406333410975,27.6996171434562,37.3440152232441,15.5266651600581,77.1077224626265,31.1148515266065,6.3131928827146,61.95137425546,18.1620061606299
38,22.7762110285646,55.1789293266548,13.6190834188752,6.38843756798983,79.7304202857835,1.97958944703456,18.4909110989713,29.5860875283652,37.2792213550501,7.6637351232681,25.2796428804672,19.430848186179,24.3512615929275,14.1376374647095,33.4826514208075,15.7060937169888,17.487608326326,17.5137093447378,39.0790620170305,21.5982611971951
39,30.926012208258,36.0118418582736,25.9727671374105,10.5774857996123,18.4008552534333,3.49976988046969,35.222486347133,17.4635860232221,32.4800949795709,35.7105586449473,29.9003289133529,38.4375608674559,17.4770782392068,21.7962666618362,19.9381060196943,34.304580168678,20.209003762851,24.4691637274779,53.2088205336171,10.6869916082926
40,27.6371605751079,57.95842094631,22.0186220123004,3.84625973607924,64.9987108561681,-0.883379609899869,0.267934891528171,34.9815240966982,52.4337600552727,30.7050337431271,42.4418285709455,61.8342862819104,27.3096071333908,40.7834490445047,24.268832386043,49.7933575916007,1.87029880373583,24.1935395311453,28.1699558093176,30.6186294285298
41,30.7241833620639,47.5987473665813,19.6241323678712,2.91837333543064,12.8589760085883,7.92878912936732,22.5690633919853,15.5274087459562,22.1883806374719,26.5069503181535,24.7466001171279,30.2064941940986,7.33742417237175,24.678597436999,32.4362611822806,59.6614958322674,7.0286197764383,23.3511412535534,34.3653490866078,21.3532493671074
42,11.861968827121,26.14311034325,6.43101607316914,27.8586128234398,43.7908702440058,3.62428688919686,30.91135116109,21.1169499798446,11.5861044649541,11.8294319692214,37.6326318668333,32.5775740438258,34.1313394399306,22.5888080162077,24.3869710630028,22.2597576729726,28.6590636210174,15.0831775210994,52.7144179336368,8.49048647214974
43,39.5908537472331,71.8126442272968,22.8275799050768,13.3284149260031,49.0317560068833,-17.1333357778337,11.9105092819048,32.6281987035542,48.8306216044987,35.7138986414155,79.391446242165,12.1036284858989,32.7417864334889,45.5844735838036,19.9949933532307,100.012623988635,10.5654616846611,11.5128274995513,39.7093624851937,17.4372211954746
44,19.7187607743038,44.1583859840387,14.1110978464174,-2.98194721544546,43.1252695346713,14.6558394560329,78.2434434114205,26.5077092918525,25.7979091645727,7.60681937710429,15.4853118550981,24.670079175382,20.1146271142442,20.572845514397,33.3157416531648,1.55625111531321,14.3072439056561,17.1524263142563,27.1255040588869,-1.55201010199947
45,15.7379073581328,68.2437362774134,32.0746707159967,-4.33721941563245,-4.06451059811591,-12.4622591056759,27.4705639355829,16.9415375534977,22.9966674307949,25.0148626641606,30.6315637069345,18.8479344921912,20.5288677134706,37.2962700572145,37.7658257382726,32.2375360778527,22.4914181203108,38.7858323200551,31.5585849722909,6.64402553667207
46,37.7239254686674,59.5816631072646,26.3556784907194,14.4460496156718,9.14051832417554,16.8022239523379,24.0746408642893,31.0731103891357,34.2033616621058,36.0462344222194,41.4821427829654,34.7596761924614,34.4997661302584,38.3430539060238,16.6663706742715,23.7113784170866,21.9610822128393,33.1593821991577,27.9203539805084,58.7177673699552
47,12.9556438255795,50.0190588161337,22.8952362566026,10.1313832680264,2.02895917879786,10.828402651425,4.94378939136576,23.3019129921931,18.8958481427972,11.7543029522071,40.0009902334027,28.6100554485045,36.5714811671206,20.4745107419999,21.0260703399666,33.0788496179013,11.1643475947077,32.5139546421883,26.8140363885097,0.608588018802818
48,21.7401780009044,51.717362287785,36.8963463470538,32.6704417408876,52.8145136375181,17.5006287580408,40.9267147636204,22.2281487233474,17.3532200793083,28.4578956908238,38.6861321575303,23.9853179033867,24.7413442156903,15.3745934826166,18.123743396157,64.2831591958588,10.8226360402266,37.2052614983071,33.2990686868967,29.7459591500889
49,37.0786776110472,50.6875568659929,9.76199363863276,31.0787638788441,14.8240240121212,36.5600034654289,23.2372825432399,13.4084065543887,10.1021668690227,26.5976640412087,18.662373509552,14.6148232394756,28.190688223837,11.4124265374974,34.00330517616,61.5623333305534,30.0504366867184,31.2931223595402,35.2843501795993,-7.97724496934035
50,20.3449952842471,44.7632957161295,17.3148270405321,0.767087546258408,48.8531438028601,9.61029220441008,38.0645373450774,20.300614717456,31.1466628168366,21.4279222902322,36.6701481160839,33.0018913751988,32.3164837217233,19.4471603564701,43.0672139921026,30.3433408026394,15.8966909887438,26.7424812329481,40.5179824659958,26.9810554735689
51,5.64631334015814,70.9038183345522,15.9090742579765,-19.5264407686534,47.5624401409582,6.64294132546434,8.25418935407981,24.7576668763226,13.7677924493403,31.447136749814,31.4299024469698,22.5869136031397,17.3993647727478,22.1360109474167,44.2284779612298,13.6085478945332,23.0994352909716,13.7665905482684,47.1800130497082,43.0039786836536
52,38.7269421854988,38.0771553948284,20.5336136136438,-23.6636921501289,29.9329264319527,35.2015798019081,21.1476214486533,33.7221754124618,10.8321860964181,22.5701760174954,41.3309630686444,27.90140540525,20.2279337605214,8.43818828906858,10.7010947342176,28.0574583225689,29.7463390431007,31.2561541487129,32.1641468684858,13.317765317403
53,17.9465915971027,36.2422210862089,19.5046734170189,3.30225023821777,52.1477014462043,18.1717725617824,20.9886618820962,33.9472985673161,79.5377280060487,5.05577363579664,6.37036869486089,28.8752140190311,25.0815605858545,12.0250115562453,24.6825810847475,55.4401743429885,25.0759711897733,21.0890741747357,52.6272640510749,7.31924859509961
54,11.5124313421164,46.2996353453716,14.0517495889684,-9.62418459160534,60.1746242628509,9.38193102492814,15.7251653318379,29.0371247980968,50.4198412855594,21.6117222448438,61.2319161398454,23.5335770930818,14.3070915823377,50.5950804041675,27.1016136012787,31.8397985570654,46.5845072587089,31.4657214572231,30.7463594131544,16.0556338046088
55,28.3806125557521,85.293798476094,28.3284725945001,-16.0576228125376,68.0010636362789,33.6734999466342,17.641186432785,22.6835706206835,35.7965244467944,6.34660185845205,18.2911283387185,37.9985712277896,13.7831636751494,47.2479779996794,21.6924456420594,49.6639055686428,9.51999680605393,17.6860334870817,38.3697532350977,27.4531690762705
56,18.1246373352736,36.8067378601129,26.2832326704997,11.0561578077372,48.1091716211314,24.5839113712312,0.0727191546353314,33.6008077971292,46.1560808078142,17.9851241582136,23.0625017012539,24.8813241224932,27.2573580718056,13.9014337778404,34.2015885779509,5.49718576365668,1.59603341821414,21.329122182388,38.1861060992595,6.37877431534181
57,20.3843644083238,46.2362850201006,21.9468351640663,-22.5809989949181,11.1990978145485,26.8738173539949,24.9148992096526,32.1809940007627,8.02603877291401,15.5221353924796,32.1796591078622,19.551567983577,12.3160129598694,16.8050542048195,39.9511374582145,31.8625034298168,25.7056888243062,33.0224304469489,33.7290518756025,5.80493322466871
58,22.0790430051564,57.7185693771958,14.5937066992275,15.1568874308894,29.3004424384546,4.42949283263583,-43.5790981933074,34.5897858800725,33.2588147663737,23.2329890415464,26.710375463224,25.7329658112294,38.6728690498222,20.085055145142,22.8151191020645,50.51225490821,9.0294666560817,30.5921563378175,14.4810675594915,32.2434187049734
59,10.6252288776625,41.101740266979,36.0969992206022,-32.9508505062647,59.7841805226441,19.4869124376669,40.208612754499,19.3084747950135,11.698665905611,4.84977796216194,25.6563171626202,21.078886062765,10.2036673522543,22.0490928054304,14.9700572166971,5.11960628997959,33.1255437641568,36.2184813619894,20.1437816390389,28.1070798658714
60,18.0115592154786,76.348292673342,13.8253799217851,-10.8379094360762,23.2878539438401,17.2859636651205,19.0294606317584,30.7026674488426,32.2598662105681,31.733710851648,25.0693636701488,27.3579860985944,22.9510742223192,11.0665960197387,6.99165777928838,32.6139400151378,13.7807334062838,18.9124557984136,69.7846694690625,41.3144687781689
61,41.7514741970505,44.0776735677636,21.1976238610348,-15.6478190025779,60.3410531516817,12.6133758598409,8.05992291136619,29.6029596941344,-1.45427132573753,31.675881982636,60.4984461150721,33.3600622073369,36.6740481520936,26.3401231524288,29.2015832765074,5.42561727682606,32.2603393709207,24.8376219798777,17.283607622969,-0.0831191077938516
62,18.3666490029232,45.1570368265382,22.110320137196,-6.87497151558116,59.7474279444058,32.2339757863453,-4.82021800111022,30.8950199314325,10.1754658759314,8.14567456118691,0.386639834108891,29.5583250369413,17.1196590391355,18.9240469662844,37.9859536529394,61.9317940890837,43.0801873379679,24.3593931391074,42.7375938070585,10.479072676576
63,10.9144317555877,42.5981630551656,3.81849801528259,40.7140561422495,62.2506760659598,16.7472049550508,20.6237315115625,21.418715098677,46.2933543874898,37.8026135999961,36.6294113931942,15.2407160031914,24.4681652343385,24.1589202548566,17.1584381593075,24.7197912582591,19.3262447790201,29.9571052288319,25.0552921549336,-12.8088670213499
64,18.4680346072386,51.3364789705265,20.2854219265406,42.2499774683609,49.259274587702,29.989993160472,4.80796409105378,28.5853922068778,42.5392120789545,28.8494390839957,26.0939102300253,17.7903259084298,34.6074855219808,21.3259083204319,31.6836768818884,11.3076040071121,26.0647455358238,23.6540392391972,63.3214191734217,15.0070507283105
65,27.5578980040769,44.1440140586815,35.3081004394563,-24.1772039380105,46.9893613859121,7.36425073925581,8.86670524624635,20.4976831500103,22.2219793740705,12.5759068509172,22.6087762748218,31.6114558779194,35.2106756016813,8.33601380044248,27.5160122888105,41.3812638742192,41.616961684556,4.40765673385284,55.4114528307105,31.0845187579977
66,21.5286990680449,49.6678823877309,20.9923711114591,-6.8324845673314,-32.777741848896,6.90829401025616,7.99562441891348,27.8948455448321,10.8345984954995,47.5550530807895,29.03848199787,31.7442406050941,9.95679200658451,15.0012190741764,22.3153535160829,51.7278762877372,26.2978217140462,30.7161460042708,30.2254670340606,-19.8703389023427
67,25.6345087238313,44.0557300691647,16.3098955698765,-21.8002119723154,39.4621499678825,14.9037909747351,-7.43883133734639,27.1115514815687,16.1763342311133,10.094403885763,37.5887353792389,20.4498440386023,26.8132674185219,47.094671152088,26.5469857543857,74.3438198778874,29.7763767420485,27.6969255794504,44.0646909717131,26.7016452143632
68,15.6469045034014,46.2802802141506,30.7631749472782,10.0648321866957,33.8842279173878,8.85667748153301,37.3175561550201,26.7335494180362,46.1773797276663,39.3446058341396,13.2202980935666,32.1466296805471,2.53485254155718,13.4670230401979,33.5454074753433,7.4416305091757,27.4868644601412,38.5212589011926,30.6204710893361,47.4094509845189
69,7.249140536695,24.6384600691546,15.3907131870225,23.7458288184444,11.2262242521801,16.456046670409,24.9907499505074,20.1215935000557,-1.68005013928758,27.5727922594184,40.6301507293217,23.2940031471249,20.6029201396264,19.4907036448838,36.0132144409354,37.3532100370489,39.2264371779992,0.312364758117283,12.5443757095485,10.6338474974616
70,17.8213582305097,39.735587175133,21.6586987869347,-13.7744201225526,22.7662287147053,29.4802528437231,38.0672841880759,23.30383440301,25.8946869048004,21.0689102194005,47.5796330607527,32.9107149654155,3.7381621509952,31.5851265677493,36.4522198906109,26.1207985919916,14.4317472326741,14.458349336514,35.5299995206875,-1.51839422553628
71,26.9777829496908,33.3268689368866,27.4880842003036,-22.3501622253141,13.3227776795876,26.4551898963816,30.1961877510045,22.6694762657247,8.55637893836777,7.02364115734177,37.9196191465939,19.6129845130363,35.3419373816697,32.0771660607605,17.9343504372444,55.1757322471416,42.6053592186364,41.8046694835901,46.01816601496,23.7369414493473
72,29.6859678750491,56.3259140091866,16.9740026717636,14.921206759633,NA,38.5983866866489,18.0551635075097,19.3010361050697,17.3825978952395,49.9571336899487,9.85085847438003,30.9264327611264,20.2029741640487,17.0609281813196,36.9479091160797,1.23226278109373,43.1923106460328,33.073204790216,29.5894014443847,13.0019439633904
73,30.9077760013385,72.9882874774449,22.0004833544804,10.5949110073628,30.6904253635963,16.8616873849909,33.4088739609245,27.6791767327657,16.9289866959651,27.8086475070203,20.5121215722837,38.423187467023,21.7513758522994,40.5308989139241,19.5674814270664,56.9785589269201,33.7976879763553,28.1308549620255,27.1325680647894,12.4376515780188
74,33.5422836125705,51.1184996450005,24.0656012012989,14.9467276388403,57.0058624992265,37.3163518415432,-13.8304824426036,29.8592131301822,37.0892497992342,22.7330341667278,51.2886906637548,24.5300527443981,30.295831538056,28.811910740248,18.9308153350163,8.02120888812762,34.1331139862799,75.5769862096119,8.45908578107716,21.6651281786643
75,27.0747683640996,51.8397979114199,15.7225945280327,-0.0895085864291385,32.723384442923,14.2327952665902,44.1471914986064,39.4810208066126,58.8564588966564,13.6045026218346,14.8998176080771,20.8809037278029,12.5289108237003,28.2841118989941,37.3637770766488,20.0336724237009,23.6408153419907,0.759325401713228,38.0856738561115,-14.2304196462127
76,18.4215086744846,33.5454670134807,27.4792955897996,11.0409454117043,25.16731647836,16.8358542102354,5.38612972265166,23.893218882818,NA,19.8420185896916,26.9071856994251,32.2308177786079,35.4230365752883,47.012156775986,27.9628355413815,9.24907039567763,34.2976523849727,29.3994949856518,27.9854709724978,34.3950286102225
77,28.8206943116891,36.3670168878332,20.9282362006736,4.25995128445327,11.584552757659,44.0727541083436,24.7028164211175,30.6120515494394,14.2621908035203,28.5397715539567,30.2948357714145,10.9959219554881,33.5526736477773,16.5496786787173,18.2087986339707,24.7225799724196,12.9980205494299,13.7149147513926,15.2294090104868,23.152257997059
78,25.4692244947943,43.8560045038501,7.86180303533523,-12.6858599648899,24.1847419704095,7.07183802549035,40.7397013200178,44.6030400798967,12.7477721394318,51.0038111508832,27.3509424689072,8.80945501152192,21.0433064076002,20.918682227189,15.9153879422398,57.8702160542838,51.7668192105214,31.4409604706456,37.9046921983521,4.65620196932403
79,48.1656016602481,23.7999904645941,23.9738710195766,-20.7750706226411,9.12266945577015,11.9285915216145,133.270036525858,28.2652164523984,59.273855722644,35.6715577210538,25.6019368528723,27.30158935807,29.7032097981153,19.979052555658,29.5444319340699,23.950162741062,31.5982215135582,13.8699952951925,45.0995533235913,20.8797310984027
80,11.7835835361785,34.6144615284449,19.3803983546972,2.62565220574674,5.60764827649551,23.6804335151024,28.283641466705,34.8775195803169,67.9905073443067,28.340990423718,25.5484840723064,33.1857710763314,15.2175442740375,13.3703106582406,12.7433121595607,28.9004399969934,22.1102385480556,4.1217430894382,52.8936539786473,15.4101238882521
81,13.0331528356483,20.6213028957552,30.1156954993226,21.7174451473174,34.9562228010085,15.4721845244527,18.2248378990393,22.3980231061964,10.9817836076939,16.2026149613763,36.9493509831496,13.4939716482775,13.9140451355908,26.35745574907,23.1502635025089,75.5783381072887,43.1770627560198,26.9564174213103,45.3260386495649,-13.0869815901153
82,14.5954600258843,30.9197586258119,33.163575493062,-4.42247350291286,15.0442458730493,49.704026572513,34.8809045749457,27.9023048782458,20.1956628941125,20.5772615790396,51.6966202938921,28.4904618891318,27.107398469092,44.9589602795531,29.5172004091232,21.0618281535182,24.367651784074,22.5721971436291,24.3888414761907,23.3293580432769
83,30.9865625373507,22.5903314549028,20.6114038974102,23.5602230199464,28.50383061584,12.8416204935604,-12.9725400677446,6.98992936400559,42.7600889955645,16.8025340146688,33.7685872692567,26.9565077529013,6.27306915045101,14.6664379514384,15.9004280094084,70.1823411684142,52.0021110012635,22.5509362900905,42.520659395847,26.7322626559056
84,30.3739200715799,20.4967104249878,15.4358345190658,8.00273690870672,18.245634322447,9.37626016944503,19.6519124481775,23.2727170192031,-10.9045999225213,12.3507545703789,-36.9322394039094,17.1998310983304,57.1276519947695,10.8501046297974,32.9768656242621,19.0988115708352,47.544148087393,41.811183610231,30.6755323779185,34.9803112999803
85,26.4233280442042,23.036190329911,10.8254916540025,-14.6232327015705,20.7842921565481,76.2334470218015,25.6453227374641,31.5726251628522,8.39440709600007,23.5955282539079,59.633296444533,27.5901856454789,36.2414515319989,28.1228639141662,29.0997932419812,7.95140600351653,25.9480471833857,29.9699173279638,39.3865512961774,19.9122319242891
