group,participant,rotated_b,passive_b,handangle_deg,bias_deg
30implicit,imp007,1,1,130,6.89047981824588
30implicit,imp008,1,1,50,-17.3573019714439
30implicit,imp008,1,1,90,-8.39598353564724
30implicit,imp008,1,1,130,-2.533259279313
30implicit,imp009,1,1,50,-4.81614734968879
30implicit,imp009,1,1,90,-11.382555399611
30implicit,imp009,1,1,130,-21.3068657801634
30implicit,imp010,1,1,50,-3.91647356843453
30implicit,imp010,1,1,90,-11.0466626700739
30implicit,imp010,1,1,130,-9.88104519812838
30implicit,imp011,1,1,50,-24.3029224589783
30implicit,imp011,1,1,90,-13.7703654580426
30implicit,imp011,1,1,130,-1.31336465772459
30implicit,imp012,1,1,50,-19.3330957874734
30implicit,imp012,1,1,90,-16.3882058098032
30implicit,imp012,1,1,130,-9.61888722061217
30implicit,imp013,1,1,50,-4.1625795731954
30implicit,imp013,1,1,90,-0.00684188923741025
30implicit,imp013,1,1,130,4.46714040824065
30implicit,imp014,1,1,50,-13.9448512742163
30implicit,imp014,1,1,90,-5.23747939806249
30implicit,imp014,1,1,130,6.76687524560987
30implicit,imp015,1,1,50,-15.1105229949767
30implicit,imp015,1,1,90,-13.3932206799495
30implicit,imp015,1,1,130,-18.9216353744429
30implicit,imp016,1,1,50,-22.6161011654271
30implicit,imp016,1,1,90,-20.1450347619006
30implicit,imp016,1,1,130,-5.1329055506837
30implicit,imp017,1,1,50,-15.2307404103192
30implicit,imp017,1,1,90,-5.9913506626675
30implicit,imp017,1,1,130,0.918675422114914
30implicit,imp018,1,1,50,-9.25832034041191
30implicit,imp018,1,1,90,-2.94279547794479
30implicit,imp018,1,1,130,1.83821942809418
30implicit,imp019,1,1,50,-27.5164833523583
30implicit,imp019,1,1,90,-16.8452871310813
30implicit,imp019,1,1,130,-0.899394789528208
30implicit,imp020,1,1,50,-9.87391060841508
30implicit,imp020,1,1,90,-11.1307934939117
30implicit,imp020,1,1,130,-14.9683601158556
