"V1","V2","V3"
-7.09078073896684,0.609664639733575,8.31011001843399
-1.66763069360399,12.9981410496487,27.6639127929014
2.28342504378042,9.53323283784957,16.7830406319187
12.7256369704525,23.2844007518799,33.8431645333073
9.48618727892151,17.142981959028,24.7997766391345
16.4507266298861,27.1691747424876,37.887622855089
15.6722554795182,26.5913689217428,37.5104823639674
21.9105607264938,34.1753395637052,46.4401184009166
11.4948493899558,20.764533199878,30.0342170098003
24.3098941971207,32.0332222044402,39.7565502117597
13.8944435458473,21.7136081564766,29.532772767106
13.4982904354415,24.5204976306391,35.5427048258366
17.3704856204788,26.306984276122,35.2434829317652
18.2853224175732,26.7130430569109,35.1407636962486
11.7779554099726,21.2261483475524,30.6743412851321
19.5973713569558,28.7546652880077,37.9119592190596
14.6884636800345,24.3091190778438,33.9297744756532
15.5516526516154,26.0532328250472,36.554812998479
20.3722091942754,30.1420059901641,39.9118027860529
16.8213674217529,24.1001195507591,31.3788716797653
18.8356106469729,27.5260418598074,36.2164730726418
18.8061079924534,28.6456913863589,38.4852747802645
17.6041968495063,25.2268729084033,32.8495489673002
20.8680363809178,33.9349896364302,47.0019428919425
18.8815844335632,25.5749311787547,32.2682779239462
12.7454430126515,23.2251663123658,33.7048896120801
16.1859311262308,21.2851585392919,26.384385952353
17.9585826614079,26.3276659411115,34.6967492208151
18.3448348064245,29.7949341660716,41.2450335257188
16.5328759093387,25.414428965801,34.2959820222634
15.2755218719999,24.739796867645,34.2040718632902
13.2800410862367,21.3741841615225,29.4683272368082
21.0573939073152,30.6759832325044,40.2945725576935
15.0503398593209,26.3437850001854,37.6372301410499
17.0843606080623,26.6014879774556,36.1186153468488
16.5875136648323,25.1763182499798,33.7651228351274
18.4940785095729,29.1303980803886,39.7667176512043
16.6784183142828,25.0379701163963,33.3975219185098
20.3633897519472,25.8346679317397,31.3059461115321
21.8778283591023,31.2623915941908,40.6469548292792
17.2450787691387,23.6805118541161,30.1159449390935
17.6366224786573,23.6838965212984,29.7311705639396
21.1043657414614,33.8797483109068,46.6551308803522
13.627183295052,22.1845654114684,30.7419475278848
14.7940174011541,23.220190777571,31.6463641539879
24.9277739943973,31.0334190081057,37.1390640218142
14.7337278162345,20.9308710834116,27.1280143505887
24.4007929022283,30.9286332878024,37.4564736733765
18.1704154178766,25.521657687676,32.8728999574754
22.084779482493,27.8788913644757,33.6730032464584
14.9622383628306,24.1902083629326,33.4181783630345
16.5821131365114,23.5111066605352,30.4401001845591
18.0513974391255,27.2715570366102,36.4917166340949
20.3698374333235,29.102566997222,37.8352965611205
19.2339101010625,29.589692640599,39.9454751801355
16.418707423292,22.9535004306991,29.4882934381062
14.7808494288144,21.7815753828805,28.7823013369467
13.576814054098,23.082769100815,32.5887241475321
12.5349332510935,21.3441127878689,30.1532923246443
16.8874861524226,26.0744895191732,35.2614928859237
15.6792400343763,24.9008102471716,34.1223804599668
15.9282087931418,25.0849523064235,34.2416958197053
17.6974902020941,25.3543331015802,33.0111760010663
22.5753452028392,29.3613676864172,36.1473901699951
16.3682711412174,25.0266741517814,33.6850771623454
8.97492023354927,19.0460100519439,29.1170998703386
16.8156975614545,26.2793141861286,35.7429308108027
20.4624577892122,27.0731537580443,33.6838497268764
14.8584769198128,20.4906363193334,26.1227957188539
16.4221135358707,23.3655389217797,30.3089643076888
18.4034588059511,26.2946575751478,34.1858563443444
19.1990154645375,26.1199808169537,33.04094616937
22.5311201939437,29.4565821113298,36.3820440287158
20.6392364026215,29.7779582578627,38.916680113104
15.5305348958095,23.9919797131436,32.4534245304778
20.6539069045549,25.6039212785756,30.5539356525964
17.4741684654415,22.1784563423421,26.8827442192427
17.3864675325916,26.1264370357902,34.8664065389888
17.4215941344297,31.0112102195854,44.6008263047412
16.5152745118543,24.0343228986788,31.5533712855032
16.547694469894,24.7769612820238,33.0062280941536
21.0956679805024,27.0025622477616,32.9094565150209
16.8402256255483,25.2113662485241,33.5825068714998
10.5589132481749,20.0817040710539,29.604494893933
18.0742328276374,26.7871572134306,35.5000815992238
15.4033232783409,22.3800430982245,29.3567629181082
22.473091731244,27.9018663850643,33.3306410388845
19.3492526684131,23.7560637510275,28.1628748336418
18.8870909652194,24.6177512384167,30.3484115116141
22.5553326875275,30.1162622939584,37.6771919003892
