participant,rotated,passive,block,trial,arc,hand_angle,tap_angle
imp001,0,1,4,300,130,123.269104765278,128.236997039985
imp001,0,1,4,301,90,75.4497862094558,90.1634252728323
imp001,0,1,4,302,130,122.023525644695,131.947897853503
imp001,0,1,4,303,50,40.4290911654951,46.2968895181853
imp001,0,1,4,304,90,89.093246572248,97.5487389511324
imp001,0,1,4,305,130,123.412683824673,130.509783596449
imp001,0,1,4,306,50,46.6552627820858,51.0892178687579
imp001,1,0,1,91,50,68.1495342698793,45.8044673087476
imp001,1,0,1,92,90,100.970155706903,90.2989790152052
imp001,1,0,1,93,130,123.824827776226,130.072303083912
imp001,1,0,1,94,50,61.9517941541478,52.3604991852893
imp001,1,0,1,95,90,110.079310268487,91.3689796945466
imp001,1,0,1,96,130,132.560586401084,129.27615745178
imp001,1,0,1,97,50,53.9048729874341,51.0148550774883
imp001,1,0,1,98,90,114.698541534673,90.4127539299267
imp001,1,0,1,99,130,127.266820029074,131.436118954609
imp001,1,0,1,100,90,81.2950841033065,95.8975898326336
imp001,1,0,1,101,50,71.0007631460842,53.0831150733816
imp001,1,0,1,102,130,125.995789314874,129.400242455154
imp001,1,0,1,103,130,107.483555683661,131.042950002273
imp001,1,0,1,104,50,61.7966010545163,48.8285013846229
imp001,1,0,1,105,90,115.376398873336,93.6670077201504
imp001,1,0,1,106,50,55.8356928535718,39.8889719517084
imp001,1,0,1,107,90,103.566982410762,92.8177139606248
imp001,1,0,1,108,130,119.96840189028,129.344318950337
imp001,1,0,2,235,50,59.3571974706588,42.9342737747105
imp001,1,0,2,236,90,109.727730728252,94.1768656884648
imp001,1,0,2,237,130,136.046499699467,128.862798052104
imp001,1,0,2,238,50,83.1251721447323,49.9431057455263
imp001,1,0,2,239,90,115.822455035294,94.8434754611818
imp001,1,0,2,240,130,135.533781552136,129.91367212936
imp001,1,0,2,241,50,75.5188015194496,50.9496045324808
imp001,1,0,2,242,130,122.196063727358,130.855029758384
imp001,1,0,2,243,90,87.506480441982,91.8571482588241
imp001,1,0,2,244,50,68.8361948365991,50.302945680948
imp001,1,0,2,245,130,125.437093745885,132.906610004579
imp001,1,0,2,246,90,88.0284405321608,91.6042822588528
imp001,1,0,2,247,130,152.339303506526,132.327455948045
imp001,1,0,2,248,50,78.0143495813439,50.9129961453799
imp001,1,0,2,249,90,107.738845581976,98.1885721600701
imp001,1,0,2,250,50,67.9918438875481,46.2406172058928
imp001,1,0,2,251,130,123.605433567017,137.610198169727
imp001,1,0,2,252,90,77.721780084348,93.6670077201504
imp001,1,0,3,379,130,134.77067636637,134.499743643832
imp001,1,0,3,381,90,94.2451854710807,99.4955584892197
imp001,1,0,3,382,130,149.65842154433,141.415452291307
imp001,1,0,3,383,50,78.7083808434474,56.9494035368205
imp001,1,0,3,384,90,113.248450848468,95.1268131128357
imp001,1,0,3,385,130,147.678985604906,137.591997027794
imp001,1,0,3,386,50,86.1628885782818,53.1266388371678
imp001,1,0,3,387,90,116.805479268118,95.6605366806577
imp001,1,0,3,388,90,115.199321595809,100.32855427401
imp001,1,0,3,389,130,133.121634126794,127.388139814659
imp001,1,0,3,390,50,96.4419644286525,42.7043640951101
imp001,1,0,3,391,90,129.041063927072,103.177681797357
imp001,1,0,3,392,50,100.952840790548,70.3309194435955
imp001,1,0,3,393,130,133.814055120258,126.700223533221
imp001,1,0,3,394,130,166.76345382226,131.073002632123
imp001,1,0,3,395,50,75.7041491825821,70.2371024687911
imp001,1,0,3,396,90,116.922016322121,110.214840713509
imp001,1,0,4,523,50,67.4503647771714,68.3584194913104
imp001,1,0,4,524,130,143.736462126851,139.384486880069
imp001,1,0,4,525,90,93.5822273398432,118.119515359625
imp001,1,0,4,526,90,104.81790624741,118.70140676749
imp001,1,0,4,527,50,80.7723004204152,77.3216169032883
imp001,1,0,4,528,130,137.067049005984,138.607659005745
imp001,1,0,4,529,50,75.9097415673603,74.0483336330952
imp001,1,0,4,530,90,117.438202398851,113.154172893144
imp001,1,0,4,531,130,146.741126746419,132.094906418025
imp001,1,0,4,532,130,158.087414159189,136.498717251135
imp001,1,0,4,533,90,97.5490699496387,113.255645805291
imp001,1,0,4,534,50,77.8901172292906,76.8008999303302
imp001,1,0,4,535,50,61.4442449856533,75.9024012350886
imp001,1,0,4,536,130,147.266173370737,134.405586003397
imp001,1,0,4,537,90,86.6018753125665,113.496322272453
imp001,1,0,4,538,50,60.7044296816034,72.1837431905665
imp001,1,0,4,539,90,107.85518552126,117.821272321528
imp001,1,0,4,540,130,146.08811114723,132.53703083599
imp001,1,1,1,139,50,67.2141758587611,53.3506380325346
imp001,1,1,1,140,90,99.9420491611012,93.5881639449529
imp001,1,1,1,141,130,124.475815647726,138.426518137194
imp001,1,1,1,142,50,59.839456331729,42.4933924729104
imp001,1,1,1,143,90,107.859933015343,104.770525128418
imp001,1,1,1,144,130,132.746484870721,131.180426110769
imp001,1,1,1,145,50,53.051889613595,55.2228506545621
imp001,1,1,1,146,90,112.087349043168,97.4945486172577
imp001,1,1,1,147,130,128.281424092366,135.825822562747
imp001,1,1,1,148,90,80.9744831373877,92.0270373431755
imp001,1,1,1,149,50,67.3854707860237,44.0567220725832
imp001,1,1,1,150,130,126.009333761425,132.736740611961
imp001,1,1,1,151,130,108.459998944738,130.381338128724
imp001,1,1,1,152,50,62.4822984034803,52.402224091643
imp001,1,1,1,153,90,113.250863548496,106.053533846419
imp001,1,1,1,154,50,55.875369150185,52.4453076780836
imp001,1,1,1,155,90,102.526944812571,96.6095551963887
imp001,1,1,1,156,130,122.510923861048,136.990950414566
imp001,1,1,2,283,50,58.1501240039859,62.8991708828516
imp001,1,1,2,284,90,109.899822594595,85.3122556560227
imp001,1,1,2,285,130,138.26929957854,132.476374377021
imp001,1,1,2,286,50,80.5433825136196,53.535302570954
imp001,1,1,2,287,90,114.812300192209,101.928107663836
imp001,1,1,2,288,130,136.983129039279,133.106069199147
imp001,1,1,2,289,50,72.7609761835661,53.8858077634716
imp001,1,1,2,290,130,123.95686940708,132.715358231229
imp001,1,1,2,291,90,89.0405659736164,93.4829069199424
imp001,1,1,2,292,50,67.4964715002326,48.1243322289646
imp001,1,1,2,293,130,127.456206370209,132.921451005552
imp001,1,1,2,294,90,89.0022587367672,87.7306811735685
imp001,1,1,2,295,130,150.920324077986,139.138432982744
imp001,1,1,2,296,50,74.9743299125799,52.0070859716859
imp001,1,1,2,297,90,106.776534945217,102.316982398924
imp001,1,1,2,298,50,67.0146060360415,42.2239745399721
imp001,1,1,2,299,130,123.735279729778,132.529462113936
imp001,1,1,2,300,90,79.3123198399884,100.602966561391
imp001,1,1,3,427,130,134.840953147385,129.193274917001
imp001,1,1,3,428,50,50.5529897309645,52.7583496464867
imp001,1,1,3,429,90,92.4484642884682,96.540252501991
imp001,1,1,3,430,130,148.853336504294,134.157771130946
imp001,1,1,3,431,50,76.1850613085048,48.4089216855658
imp001,1,1,3,432,90,111.874898012599,103.693032741633
imp001,1,1,3,433,130,145.503322164163,136.622847016708
imp001,1,1,3,434,50,82.2344924192395,55.9769960774604
imp001,1,1,3,435,90,113.921857758224,98.9550403830421
imp001,1,1,3,436,90,112.457057062347,101.411034927361
imp001,1,1,3,437,130,133.588191918798,157.75701012339
imp001,1,1,3,438,50,92.6196088097585,72.9360933200965
imp001,1,1,3,439,90,126.179446483875,102.960339944196
imp001,1,1,3,440,50,97.0714341314409,74.2303855363942
imp001,1,1,3,441,130,134.106055894776,155.581597392881
imp001,1,1,3,442,130,165.095141342686,156.020421593282
imp001,1,1,3,443,50,71.8001552226376,77.4735887321643
imp001,1,1,3,444,90,115.324846959129,113.607317533091
imp001,1,1,4,571,50,65.5441652240016,76.1483636435498
imp001,1,1,4,572,130,144.440373754014,134.831484703082
imp001,1,1,4,573,90,92.4429544624956,116.666350497587
imp001,1,1,4,574,90,102.782471524347,114.778100584221
imp001,1,1,4,575,50,76.9003098863862,71.4152818268617
imp001,1,1,4,576,130,138.573837881727,133.189051717393
imp001,1,1,4,577,50,72.8088816371085,73.544435965165
imp001,1,1,4,578,90,116.597572615502,116.463453155304
imp001,1,1,4,579,130,146.957350354548,143.249055975284
imp001,1,1,4,580,130,154.099285820039,151.828554336959
imp001,1,1,4,581,90,95.8353841677038,112.891922339524
imp001,1,1,4,582,50,75.1362433712897,72.613358957969
imp001,1,1,4,583,50,62.801821616658,70.4055619834341
imp001,1,1,4,584,130,145.330378084604,146.613477278488
imp001,1,1,4,585,90,88.4476310365607,108.061613581534
imp001,1,1,4,586,50,59.8391121400717,77.7519968748795
imp001,1,1,4,587,90,107.123017996752,110.487309318136
imp001,1,1,4,588,130,144.368268008844,144.896815879574
imp002,0,0,1,46,50,41.5625224334565,48.5405051844761
imp002,0,0,1,47,130,138.851847648336,135.849805714468
imp002,0,0,1,48,90,84.0679818610074,83.898383241179
imp002,0,0,1,49,50,37.8994075597982,40.9240726805769
imp002,0,0,1,50,130,133.231226701558,142.316008692984
imp002,0,0,1,51,90,84.0199082578133,88.1297964958961
imp002,0,0,1,52,90,61.8808965408165,66.7359174909872
imp002,0,0,1,53,50,39.4089267006466,36.1800751945511
imp002,0,0,1,54,130,132.445434244413,144.301300487842
imp002,0,0,1,55,130,117.310323548083,125.661738143264
imp002,0,0,1,56,90,82.037290381421,90.6470973852347
imp002,0,0,1,57,50,48.1989099930402,52.84297828336
imp002,0,0,1,58,130,145.598545811922,153.228167523789
imp002,0,0,1,59,90,97.2620851014413,105.15881357369
imp002,0,0,1,60,50,53.3629265167605,58.5166286209491
imp002,0,0,1,61,50,60.7296238118869,56.7137698570183
imp002,0,0,1,63,130,125.760279200396,151.244142525832
imp002,0,0,2,118,50,47.8707294173651,49.6916230888272
imp002,0,0,2,119,130,124.915811415982,142.087715817831
imp002,0,0,2,120,90,82.3092193136463,92.057794789472
imp002,0,0,2,121,50,48.1546646535815,50.7416207094885
imp002,0,0,2,122,90,69.9037906471134,72.8674815086278
imp002,0,0,2,123,130,117.716822569115,137.355938144954
imp002,0,0,2,124,130,107.28281134438,112.426223668284
imp002,0,0,2,125,50,60.2149357981799,68.5842143444542
imp002,0,0,2,126,90,93.657156372828,101.419432995165
imp002,0,0,2,127,90,75.6198681567343,82.9347848127631
imp002,0,0,2,128,50,49.940208887715,51.650453313161
imp002,0,0,2,129,130,102.361811314105,104.821617385828
imp002,0,0,2,130,50,66.3440518085994,76.3255917942675
imp002,0,0,2,131,90,102.656728358359,114.807268096606
imp002,0,0,2,132,130,95.0461496369931,104.592797776154
imp002,0,0,2,133,90,61.5690783046247,67.3310748732612
imp002,0,0,2,134,130,117.133113632887,133.729216996007
imp002,0,0,2,135,50,52.0687867867878,49.4039066390568
imp002,0,0,3,190,50,47.7806000560984,50.4876420989943
imp002,0,0,3,191,130,107.111210283141,104.728487239137
imp002,0,0,3,192,90,106.046230220674,115.296402295662
imp002,0,0,3,193,50,25.6795426070814,23.8833467066669
imp002,0,0,3,194,130,98.8927726527183,104.414460970189
imp002,0,0,3,195,90,101.787564761388,118.700300438028
imp002,0,0,3,196,130,96.1560326768345,102.982894073417
imp002,0,0,3,197,90,86.5523955397227,91.4035484278814
imp002,0,0,3,198,50,51.6524463638117,51.6248024900697
imp002,0,0,3,199,50,49.9986424632067,50.9214758415475
imp002,0,0,3,200,130,114.281679113076,121.574845955824
imp002,0,0,3,201,90,102.429346983876,115.994902068846
imp002,0,0,3,202,50,76.415968688347,77.2589459979912
imp002,0,0,3,203,130,99.8357389086522,104.676278171897
imp002,0,0,3,204,90,85.1232974966676,90.9851914219438
imp002,0,0,3,205,50,48.6654291501451,52.9673371947121
imp002,0,0,3,206,90,80.8863884487231,90.4143308858762
imp002,0,0,3,207,130,115.058263250181,127.462641705454
imp002,0,0,4,262,50,49.7885943100939,49.6985473200956
imp002,0,0,4,263,130,136.065684467812,143.709206217252
imp002,0,0,4,264,90,107.855511466255,116.317044539377
imp002,0,0,4,265,90,58.8251372371198,65.489321753172
imp002,0,0,4,266,50,25.3117585867621,25.5359484905475
imp002,0,0,4,267,130,99.9855177444938,106.786574636458
imp002,0,0,4,268,50,63.9508345946763,56.7228450707782
imp002,0,0,4,269,90,110.292864363311,112.474996048306
imp002,0,0,4,270,130,104.568366189454,107.366321741391
imp002,0,0,4,271,90,88.4543210127558,90.512495356069
imp002,0,0,4,272,50,47.311639830711,38.0801951911492
imp002,0,0,4,273,130,102.036849195081,105.333577570174
imp002,0,0,4,274,50,73.1983644775195,75.7133433292024
imp002,0,0,4,275,130,102.322387978699,106.674210308997
imp002,0,0,4,276,90,94.794278030578,105.556375915808
imp002,0,0,4,277,130,106.367046771969,119.348581020218
imp002,0,0,4,278,90,71.2326625460236,77.6952830682004
imp002,0,0,4,279,50,57.9553835942401,49.859460538839
imp002,0,1,1,73,50,43.7826875048974,47.556842622953
imp002,0,1,1,74,130,138.338349862636,148.819362758897
imp002,0,1,1,75,90,83.66410025231,84.6564280112944
imp002,0,1,1,76,50,39.9583146078217,37.2559162334839
imp002,0,1,1,77,130,133.442630910324,154.189485845993
imp002,0,1,1,78,90,82.5548365414516,84.9939092239577
imp002,0,1,1,79,90,62.4826407160141,63.8211912914359
imp002,0,1,1,80,50,42.2128524823381,34.5238086417674
imp002,0,1,1,81,130,132.966376913932,147.266386920002
imp002,0,1,1,82,130,117.621701796983,136.400921125906
imp002,0,1,1,83,90,79.8766452957579,81.1415219448459
imp002,0,1,1,84,50,48.6241150645048,43.7129322202584
imp002,0,1,1,85,130,143.006948954447,155.822871087558
imp002,0,1,1,86,90,96.6428559266183,108.012291763032
imp002,0,1,1,87,50,53.0186923468668,54.6176429215204
imp002,0,1,1,88,50,59.2331446590728,65.2236546637106
imp002,0,1,1,89,90,88.3353520631825,90.2006617096448
imp002,0,1,1,90,130,125.445247197992,150.478854535898
imp002,0,1,2,145,50,47.5625650815499,50.1908699823581
imp002,0,1,2,146,130,125.436052049913,150.688396460335
imp002,0,1,2,147,90,80.8758683327554,84.0798258139014
imp002,0,1,2,148,50,48.8272705346666,52.7699260646428
imp002,0,1,2,149,90,69.563121641059,69.2685609136933
imp002,0,1,2,150,130,118.513000550852,133.363324062209
imp002,0,1,2,151,130,106.970115837919,114.772137088212
imp002,0,1,2,152,50,59.1277594224112,63.9674229304764
imp002,0,1,2,153,90,92.7467458930869,102.122890034495
imp002,0,1,2,154,90,73.9902099220588,82.4726158247963
imp002,0,1,2,155,50,50.0641298314631,51.8116059420914
imp002,0,1,2,156,130,101.981042902187,108.193040572571
imp002,0,1,2,157,50,64.4716924755791,67.1197227119343
imp002,0,1,2,158,90,101.508605270096,111.272523498386
imp002,0,1,2,159,130,94.3809428616494,104.515674658899
imp002,0,1,2,160,90,60.3465291063226,65.2937562955537
imp002,0,1,2,161,130,116.58844850286,135.933362969663
imp002,0,1,2,162,50,52.3034759325939,61.5276732658656
imp002,0,1,3,217,50,47.3678205283134,52.7841428183661
imp002,0,1,3,218,130,107.058311879258,105.266863521951
imp002,0,1,3,219,90,105.56260167566,116.446819672739
imp002,0,1,3,220,50,28.5556537121194,24.7341574933748
imp002,0,1,3,221,130,98.5195552933266,103.588306557931
imp002,0,1,3,222,90,100.872160606705,118.500416206567
imp002,0,1,3,223,130,95.6890284136838,103.509336687335
imp002,0,1,3,224,90,85.5668066462286,90.5364099008804
imp002,0,1,3,225,50,52.236683860708,51.1686719211874
imp002,0,1,3,226,50,50.6461332622651,50.8035901995034
imp002,0,1,3,227,130,113.658267570393,117.01391486809
imp002,0,1,3,228,90,102.809614825013,116.346817764819
imp002,0,1,3,229,50,75.3085721867996,76.3044948255687
imp002,0,1,3,230,130,99.5157300963874,103.88243932014
imp002,0,1,3,231,90,84.8327258335967,93.9863008498459
imp002,0,1,3,232,50,50.0769669352732,46.4695169633285
imp002,0,1,3,233,90,79.7922610101654,68.3443332584974
imp002,0,1,3,234,130,114.63669157091,140.503946943006
imp002,0,1,4,289,50,49.8402073253765,53.3785152008776
imp002,0,1,4,290,130,136.679638547225,151.84205519564
imp002,0,1,4,291,90,106.985396688129,115.704256789881
imp002,0,1,4,292,90,58.2234002735907,65.934261786368
imp002,0,1,4,293,50,29.0577534833731,26.1858229377947
imp002,0,1,4,294,130,99.2434081863686,104.142864389815
imp002,0,1,4,295,50,63.5475209003252,62.5240118608247
imp002,0,1,4,296,90,109.144294448145,117.209360896144
imp002,0,1,4,297,130,103.079588743342,103.614570262112
imp002,0,1,4,298,90,86.8541310717643,89.5267272460737
imp002,0,1,4,299,50,47.9973416595594,42.3004551251777
imp002,0,1,4,300,130,102.545225247933,104.090239123356
imp002,0,1,4,301,50,71.3585488024931,78.6193026236373
imp002,0,1,4,302,130,101.163371370496,103.498845250055
imp002,0,1,4,303,90,93.0927549671735,102.833388543524
imp002,0,1,4,304,130,105.368098993372,106.572926604893
imp002,0,1,4,305,90,70.0892277518348,66.5096775110355
imp002,0,1,4,306,50,58.0252423326219,47.5400555481752
imp002,1,0,1,91,90,118.42589753184,106.650657842325
imp002,1,0,1,92,130,130.576810728088,131.642031539725
imp002,1,0,1,93,50,69.1118608535581,50.9899272238154
imp002,1,0,1,94,130,126.558313786577,119.153255840808
imp002,1,0,1,95,50,74.0610858560179,64.7273164073457
imp002,1,0,1,96,90,92.3634407985382,95.1779744879203
imp002,1,0,1,97,50,62.7983528799217,50.882303547823
imp002,1,0,1,98,130,115.551510167899,105.883482829331
imp002,1,0,1,99,90,82.6725857497056,65.2687467266143
imp002,1,0,1,100,50,87.2249321695788,77.3024283798821
imp002,1,0,1,101,130,119.194774599673,104.08249894869
imp002,1,0,1,102,90,95.8388899147539,92.2581876982486
imp002,1,0,1,103,90,76.7680129346587,65.2698573163405
imp002,1,0,1,104,130,115.801521321986,103.461771480528
imp002,1,0,1,105,50,85.1660122081162,77.5437768994006
imp002,1,0,1,106,130,116.211281107607,105.067291524467
imp002,1,0,1,107,90,116.570600653168,116.314467214927
imp002,1,0,1,108,50,70.5640882855097,55.3309628765404
imp002,1,0,2,235,50,68.4176815572827,49.7350164952938
imp002,1,0,2,236,130,127.922076459875,130.919440689017
imp002,1,0,2,237,90,125.238612691812,118.006698370501
imp002,1,0,2,238,90,72.0839470203545,62.0473079692618
imp002,1,0,2,239,50,64.1954722321462,49.3061243490354
imp002,1,0,2,240,130,131.10129216147,135.333187305038
imp002,1,0,2,241,50,62.3096056942132,50.1685887057167
imp002,1,0,2,242,130,112.403026953916,106.052204427092
imp002,1,0,2,243,90,113.45302451312,114.709189000902
imp002,1,0,2,244,50,40.6587825426196,24.5534639725155
imp002,1,0,2,245,130,106.754861936485,104.75911843364
imp002,1,0,2,246,90,94.9712400358821,91.389175531719
imp002,1,0,2,247,90,76.9820429276375,67.8313492579921
imp002,1,0,2,248,130,114.135425018966,107.351148180233
imp002,1,0,2,249,50,60.7362859485816,51.2380995728407
imp002,1,0,2,250,90,99.0548675851891,91.864634081965
imp002,1,0,2,251,50,83.3038812733695,77.6196976892403
imp002,1,0,2,252,130,167.809438388911,157.71661494998
imp002,1,0,3,379,50,66.3370202734157,50.6052137682231
imp002,1,0,3,380,130,138.311854625108,129.97026596756
imp002,1,0,3,381,90,119.080035548909,115.99267260102
imp002,1,0,3,382,50,48.6102839237596,24.9759606759678
imp002,1,0,3,383,130,117.468063723024,113.021247847924
imp002,1,0,3,384,90,107.066272605443,100.449687046273
imp002,1,0,3,385,90,85.7340243220008,78.351535104562
imp002,1,0,3,386,50,80.8907580824936,50.3479445349792
imp002,1,0,3,387,130,130.946637269065,130.168202619706
imp002,1,0,3,388,90,97.4630751898508,93.6306551699318
imp002,1,0,3,389,130,124.887399515744,118.48846395407
imp002,1,0,3,390,50,65.7378678609518,41.6266146215767
imp002,1,0,3,391,50,92.1782401266363,75.7230118292967
imp002,1,0,3,392,90,80.2371389243386,64.6863692676556
imp002,1,0,3,393,130,117.751612770744,103.379946514252
